change_type,action,rule_name,ruleset,file,source_ip,destination_ip,port,protocol,service_name
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.200,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.200,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.200,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.200,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.203,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.204,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.205,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.206,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.207,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.70,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.72,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.79,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.81,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.82,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.81,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.82,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.85,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.85,10.0.1.86,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.198,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.200,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.203,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.204,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.205,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.206,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.207,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.70,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.72,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.79,any,any,
added,allow,All Workloads → All Workloads : All Services,payment | prod,scopes/app-payment_env-prod/payment-prod.yaml,10.0.1.86,10.0.1.81,any,any,
